date,query,page,impressions,clicks,ctr,position
2025-06-19,precatórios estaduais,https://precavida.com.br/precatorios/calculadora,598,87,0.1467671149264756,3.6
2025-06-19,calculadora precatórios,https://precavida.com.br/blog,464,56,0.12262791480067206,4.1
2025-06-19,precavida precatórios,https://precavida.com.br/blog,313,45,0.14674498233574518,2.9
2025-06-19,precatórios municipais,https://precavida.com.br/blog,494,56,0.11420239956202635,4.0
2025-06-19,precatórios precavida,https://precavida.com.br/blog,337,46,0.13821658705528256,4.7
2025-06-19,precatórios união,https://precavida.com.br/blog,353,42,0.1197149860582237,3.1
2025-06-19,como receber precatórios,https://precavida.com.br/blog/o-que-sao-precatorios,324,29,0.09155888712818894,4.9
2025-06-19,simular precatórios,https://precavida.com.br/blog/o-que-sao-precatorios,489,46,0.09482587438094575,3.6
2025-06-19,precatórios alimentares,https://precavida.com.br/blog/o-que-sao-precatorios,482,62,0.12990642809733852,4.2
2025-06-19,precatórios precavida,https://precavida.com.br/blog/o-que-sao-precatorios,452,50,0.11066700587401529,4.1
2025-06-19,precatórios estaduais,https://precavida.com.br/blog/o-que-sao-precatorios,443,37,0.08448181274284415,3.1
2025-06-19,precatórios,https://precavida.com.br/blog/direitos-precatórios,245,23,0.0960259248667808,4.1
2025-06-19,precatórios precavida,https://precavida.com.br/blog/direitos-precatórios,303,29,0.09666032440582967,2.7
2025-06-19,precatórios dívida pública,https://precavida.com.br/blog/direitos-precatórios,499,65,0.13063467961166797,3.8
2025-06-19,leis precatórias,https://precavida.com.br/blog/direitos-precatórios,302,16,0.05364864714722968,5.7
2025-06-19,precavida precatórios,https://precavida.com.br/blog/direitos-precatórios,382,42,0.11017358276844642,2.7
2025-06-19,precatórios valor,https://precavida.com.br/blog/leis-precatorias,283,39,0.14031707754469536,3.3
2025-06-19,simular precatórios,https://precavida.com.br/blog/leis-precatorias,330,29,0.08981276079663421,3.8
2025-06-19,precatórios tributários,https://precavida.com.br/blog/leis-precatorias,315,45,0.14462859194932087,3.1
2025-06-19,o que são precatórios,https://precavida.com.br/blog/leis-precatorias,451,39,0.08685361097411202,4.6
2025-06-19,precatórios união,https://precavida.com.br/blog/leis-precatorias,548,81,0.1478297380099326,4.6
2025-06-19,leis precatórias,https://precavida.com.br/contato,147,5,0.03823185607007634,7.7
2025-06-19,precatórios municipais,https://precavida.com.br/contato,149,20,0.13488494213639984,3.2
2025-06-19,precatórios valor,https://precavida.com.br/contato,277,36,0.1311353722190826,4.2
2025-06-19,precatórios alimentares,https://precavida.com.br/contato,338,31,0.0932928507087346,3.7
2025-06-19,precavida precatórios,https://precavida.com.br/contato,231,27,0.1179536640961992,3.9
2025-06-19,advogado precatórios,https://precavida.com.br/sobre,169,15,0.09300774726865063,2.7
2025-06-19,o que são precatórios,https://precavida.com.br/sobre,164,14,0.08839206297629869,3.1
2025-06-19,precatórios precavida,https://precavida.com.br/sobre,312,38,0.12335670572324722,4.0
2025-06-19,precatórios alimentares,https://precavida.com.br/sobre,289,29,0.1021458892183709,3.9
2025-06-19,precatórios municipais,https://precavida.com.br/sobre,209,20,0.09670801668310922,4.3
2025-06-19,precatórios tempo recebimento,https://precavida.com.br/servicos,141,16,0.11940955519472622,4.1
2025-06-19,precatórios estaduais,https://precavida.com.br/servicos,152,14,0.09856402903252809,3.0
2025-06-19,consultoria precatórios,https://precavida.com.br/servicos,276,29,0.10586689621172188,4.7
2025-06-19,precatórios tributários,https://precavida.com.br/servicos,186,18,0.10117620000852229,3.9
2025-06-19,advogado precatórios,https://precavida.com.br/servicos,282,28,0.10095651265399845,4.5
2025-06-19,precatórios união,https://precavida.com.br/servicos/consultoria,300,28,0.09474407583648602,3.2
2025-06-19,precatórios estaduais,https://precavida.com.br/servicos/consultoria,235,23,0.09847887311412866,4.1
2025-06-19,calculadora precatórios,https://precavida.com.br/servicos/consultoria,286,23,0.08355592255637714,4.8
2025-06-19,simular precatórios,https://precavida.com.br/servicos/consultoria,301,31,0.10334895770235616,2.6
2025-06-19,precavida precatórios,https://precavida.com.br/servicos/consultoria,185,24,0.13188616358435515,3.2
2025-06-19,precatórios dívida pública,https://precavida.com.br/servicos/advocacia,176,15,0.09043379998349636,4.2
2025-06-19,precatórios valor,https://precavida.com.br/servicos/advocacia,158,14,0.09036656498972379,4.0
2025-06-19,simular precatórios,https://precavida.com.br/servicos/advocacia,160,23,0.14531616073644577,3.4
2025-06-19,precatórios,https://precavida.com.br/servicos/advocacia,161,15,0.09746708174560471,3.0
2025-06-19,precatórios união,https://precavida.com.br/servicos/advocacia,164,23,0.1412298906478764,3.9
2025-06-19,simular precatórios,https://precavida.com.br/casos-de-sucesso,247,25,0.10325298275625,4.3
2025-06-19,precatórios estaduais,https://precavida.com.br/casos-de-sucesso,295,40,0.13675245216020723,4.7
2025-06-19,leis precatórias,https://precavida.com.br/casos-de-sucesso,125,6,0.04912708612984672,7.1
2025-06-19,precatórios municipais,https://precavida.com.br/casos-de-sucesso,158,21,0.13716106239178502,3.1
2025-06-19,precavida precatórios,https://precavida.com.br/casos-de-sucesso,283,39,0.14099261251041056,4.6
2025-06-19,leis precatórias,https://precavida.com.br/duvidas-frequentes,164,7,0.04395624963609357,7.9
2025-06-19,precatórios,https://precavida.com.br/duvidas-frequentes,303,35,0.11753510127351052,5.0
2025-06-19,direitos precatórios,https://precavida.com.br/duvidas-frequentes,132,12,0.09249974713207246,4.9
2025-06-19,precatórios tempo recebimento,https://precavida.com.br/duvidas-frequentes,202,21,0.10419809781758602,4.0
2025-06-19,advogado precatórios,https://precavida.com.br/duvidas-frequentes,239,21,0.08809520488205314,5.0
2025-06-20,precatórios precavida,https://precavida.com.br/,1084,138,0.12808000028401686,4.5
2025-06-20,direitos precatórios,https://precavida.com.br/,1675,184,0.11019081797374908,3.0
2025-06-20,calculadora precatórios,https://precavida.com.br/,1682,212,0.1264371233385881,4.1
2025-06-20,o que são precatórios,https://precavida.com.br/,1221,124,0.10164992635460574,3.3
2025-06-20,precatórios valor,https://precavida.com.br/,1309,155,0.11880887343667557,4.2
2025-06-20,direitos precatórios,https://precavida.com.br/precatorios,691,69,0.10008396018082491,2.5
2025-06-20,precatórios valor,https://precavida.com.br/precatorios,746,76,0.10255744608155767,4.0
2025-06-20,precatórios tempo recebimento,https://precavida.com.br/precatorios,700,79,0.11312303301365284,3.0
2025-06-20,precatórios municipais,https://precavida.com.br/precatorios,539,68,0.1264697685413499,3.2
2025-06-20,consultoria precatórios,https://precavida.com.br/precatorios,578,55,0.09644080189686788,4.9
2025-06-20,consultoria precatórios,https://precavida.com.br/precatorios/como-receber,411,57,0.13948163862373122,3.7
2025-06-20,leis precatórias,https://precavida.com.br/precatorios/como-receber,281,16,0.05878354497046591,7.7
2025-06-20,direitos precatórios,https://precavida.com.br/precatorios/como-receber,668,84,0.1259240607778249,3.1
2025-06-20,precatórios estaduais,https://precavida.com.br/precatorios/como-receber,443,62,0.14198256438569062,4.7
2025-06-20,precatórios,https://precavida.com.br/precatorios/como-receber,654,84,0.12871382434857667,4.5
2025-06-20,precatórios tributários,https://precavida.com.br/precatorios/tipos,660,77,0.11717923200989121,3.7
2025-06-20,o que são precatórios,https://precavida.com.br/precatorios/tipos,807,114,0.14239981480673058,4.9
2025-06-20,precatórios dívida pública,https://precavida.com.br/precatorios/tipos,741,82,0.11121395284536903,4.8
2025-06-20,leis precatórias,https://precavida.com.br/precatorios/tipos,351,15,0.04295957742325097,6.4
2025-06-20,precatórios união,https://precavida.com.br/precatorios/tipos,618,83,0.13443723847337802,3.2
2025-06-20,precatórios alimentares,https://precavida.com.br/precatorios/calculadora,566,80,0.1425118782953222,3.3
2025-06-20,leis precatórias,https://precavida.com.br/precatorios/calculadora,252,16,0.06469749061495261,5.7
2025-06-20,calculadora precatórios,https://precavida.com.br/precatorios/calculadora,498,58,0.11798277983527408,3.5
2025-06-20,precatórios tributários,https://precavida.com.br/precatorios/calculadora,623,66,0.10726337688668588,4.6
2025-06-20,como receber precatórios,https://precavida.com.br/precatorios/calculadora,888,125,0.14164596709304764,2.5
2025-06-20,precatórios precavida,https://precavida.com.br/blog,393,57,0.14674012369290745,4.6
2025-06-20,precatórios tempo recebimento,https://precavida.com.br/blog,417,56,0.13599077196588874,4.3
2025-06-20,precatórios alimentares,https://precavida.com.br/blog,344,39,0.11399493956589501,3.2
2025-06-20,precatórios,https://precavida.com.br/blog,388,42,0.10830216683963459,4.2
2025-06-20,precatórios como funciona,https://precavida.com.br/blog,351,52,0.1486505384263246,4.8
2025-06-20,precatórios dívida pública,https://precavida.com.br/blog/o-que-sao-precatorios,483,44,0.09272103185594024,4.7
2025-06-20,precatórios,https://precavida.com.br/blog/o-que-sao-precatorios,349,35,0.10287920634169159,3.0
2025-06-20,precatórios tempo recebimento,https://precavida.com.br/blog/o-que-sao-precatorios,576,84,0.14658428839023932,3.2
2025-06-20,precatórios precavida,https://precavida.com.br/blog/o-que-sao-precatorios,391,31,0.08135683009350075,2.7
2025-06-20,como receber precatórios,https://precavida.com.br/blog/o-que-sao-precatorios,410,39,0.09569555160038237,4.9
2025-06-20,como receber precatórios,https://precavida.com.br/blog/direitos-precatórios,284,32,0.11314927426622896,3.1
2025-06-20,o que são precatórios,https://precavida.com.br/blog/direitos-precatórios,313,40,0.12896254798723056,3.0
2025-06-20,precatórios,https://precavida.com.br/blog/direitos-precatórios,519,76,0.14746143208708462,4.0
2025-06-20,leis precatórias,https://precavida.com.br/blog/direitos-precatórios,281,21,0.07823603865170439,7.5
2025-06-20,direitos precatórios,https://precavida.com.br/blog/direitos-precatórios,311,37,0.12030577098886899,4.8
2025-06-20,precatórios tempo recebimento,https://precavida.com.br/blog/leis-precatorias,318,40,0.12789813274166592,3.3
2025-06-20,simular precatórios,https://precavida.com.br/blog/leis-precatorias,330,27,0.08287483911442953,3.9
2025-06-20,direitos precatórios,https://precavida.com.br/blog/leis-precatorias,446,51,0.11541725527739545,3.4
2025-06-20,como receber precatórios,https://precavida.com.br/blog/leis-precatorias,345,39,0.11431411934932859,3.6
2025-06-20,leis precatórias,https://precavida.com.br/blog/leis-precatorias,306,21,0.07143536555012292,6.9
2025-06-20,precatórios estaduais,https://precavida.com.br/contato,339,46,0.13780142188945288,3.7
2025-06-20,precatórios valor,https://precavida.com.br/contato,217,31,0.14542353150297999,3.1
2025-06-20,precatórios municipais,https://precavida.com.br/contato,250,28,0.11252959266222622,3.1
2025-06-20,precavida precatórios,https://precavida.com.br/contato,256,26,0.10275099175221317,3.7
2025-06-20,calculadora precatórios,https://precavida.com.br/contato,283,29,0.10382371902149985,4.5
2025-06-20,simular precatórios,https://precavida.com.br/sobre,153,18,0.11886233481073025,3.5
2025-06-20,calculadora precatórios,https://precavida.com.br/sobre,226,25,0.11435749345550103,4.1
2025-06-20,precatórios dívida pública,https://precavida.com.br/sobre,127,16,0.1284251008706641,3.1
2025-06-20,precatórios,https://precavida.com.br/sobre,249,29,0.11874310685071747,3.4
2025-06-20,direitos precatórios,https://precavida.com.br/sobre,249,25,0.10315539080371511,4.4
2025-06-20,precatórios tributários,https://precavida.com.br/servicos,184,24,0.13200167445473726,3.3
2025-06-20,calculadora precatórios,https://precavida.com.br/servicos,184,18,0.09935497388780824,4.3
2025-06-20,consultoria precatórios,https://precavida.com.br/servicos,373,37,0.09980990922924685,3.8
2025-06-20,precatórios precavida,https://precavida.com.br/servicos,181,19,0.10526167484045705,3.2
2025-06-20,leis precatórias,https://precavida.com.br/servicos,124,5,0.04371556633916336,6.6
2025-06-20,o que são precatórios,https://precavida.com.br/servicos/consultoria,184,20,0.11285778614513571,3.9
2025-06-20,precatórios dívida pública,https://precavida.com.br/servicos/consultoria,276,26,0.09767348733450808,4.9
2025-06-20,consultoria precatórios,https://precavida.com.br/servicos/consultoria,273,31,0.11442225922037476,2.7
2025-06-20,precatórios estaduais,https://precavida.com.br/servicos/consultoria,343,31,0.09044383091315586,2.6
2025-06-20,precatórios alimentares,https://precavida.com.br/servicos/consultoria,362,35,0.09737336686470813,2.7
2025-06-20,precatórios dívida pública,https://precavida.com.br/servicos/advocacia,316,38,0.12119675971047719,3.2
2025-06-20,precatórios valor,https://precavida.com.br/servicos/advocacia,269,32,0.12267416385715912,4.1
2025-06-20,leis precatórias,https://precavida.com.br/servicos/advocacia,123,4,0.040551259765269645,5.6
2025-06-20,precavida precatórios,https://precavida.com.br/servicos/advocacia,149,12,0.08525454082308176,2.9
2025-06-20,precatórios tempo recebimento,https://precavida.com.br/servicos/advocacia,132,14,0.11289387353053801,4.2
2025-06-20,o que são precatórios,https://precavida.com.br/casos-de-sucesso,165,22,0.1351479618652712,4.8
2025-06-20,leis precatórias,https://precavida.com.br/casos-de-sucesso,224,11,0.05125694830521058,7.8
2025-06-20,consultoria precatórios,https://precavida.com.br/casos-de-sucesso,302,29,0.09859427301484482,2.9
2025-06-20,precatórios dívida pública,https://precavida.com.br/casos-de-sucesso,166,16,0.10153282688299628,2.9
2025-06-20,precatórios tributários,https://precavida.com.br/casos-de-sucesso,361,40,0.11280885791933133,3.6
2025-06-20,consultoria precatórios,https://precavida.com.br/duvidas-frequentes,259,28,0.11024200649125408,2.6
2025-06-20,precatórios tempo recebimento,https://precavida.com.br/duvidas-frequentes,251,24,0.09602470910052789,2.6
2025-06-20,calculadora precatórios,https://precavida.com.br/duvidas-frequentes,339,45,0.13353322660222433,2.6
2025-06-20,precavida precatórios,https://precavida.com.br/duvidas-frequentes,230,21,0.09226335095565809,4.4
2025-06-20,precatórios alimentares,https://precavida.com.br/duvidas-frequentes,323,29,0.09270424030561882,4.8
2025-06-21,precatórios precavida,https://precavida.com.br/,1293,112,0.08732199192077902,3.3
2025-06-21,precatórios valor,https://precavida.com.br/,1145,114,0.1001752456753019,4.2
2025-06-21,precatórios alimentares,https://precavida.com.br/,1451,162,0.11183781360212106,3.9
2025-06-21,como receber precatórios,https://precavida.com.br/,1225,164,0.13407835482278654,2.8
2025-06-21,precatórios dívida pública,https://precavida.com.br/,1538,216,0.14085572390244566,2.5
2025-06-21,precatórios tributários,https://precavida.com.br/precatorios,770,72,0.09424907668451918,4.4
2025-06-21,precatórios valor,https://precavida.com.br/precatorios,720,101,0.14165926321504638,3.2
2025-06-21,o que são precatórios,https://precavida.com.br/precatorios,677,83,0.12262101669573755,4.9
2025-06-21,direitos precatórios,https://precavida.com.br/precatorios,596,48,0.08095721251262425,3.3
2025-06-21,precatórios como funciona,https://precavida.com.br/precatorios,623,89,0.14390509149389175,5.0
2025-06-21,precatórios tributários,https://precavida.com.br/precatorios/como-receber,790,89,0.11377497038704994,3.5
2025-06-21,precatórios união,https://precavida.com.br/precatorios/como-receber,688,73,0.10685102092730049,3.9
2025-06-21,precatórios estaduais,https://precavida.com.br/precatorios/como-receber,797,67,0.08488670557243613,2.8
2025-06-21,precatórios alimentares,https://precavida.com.br/precatorios/como-receber,666,65,0.09870208641468334,4.5
2025-06-21,consultoria precatórios,https://precavida.com.br/precatorios/como-receber,386,46,0.12108564056899127,3.2
2025-06-21,precatórios alimentares,https://precavida.com.br/precatorios/tipos,641,71,0.11187412318065507,3.9
2025-06-21,precatórios estaduais,https://precavida.com.br/precatorios/tipos,677,65,0.09671638809163745,5.0
2025-06-21,precatórios tributários,https://precavida.com.br/precatorios/tipos,629,52,0.08305531093681114,4.4
2025-06-21,simular precatórios,https://precavida.com.br/precatorios/tipos,765,81,0.10702551267436876,4.5
2025-06-21,precatórios como funciona,https://precavida.com.br/precatorios/tipos,508,58,0.1151603805093076,2.6
2025-06-21,precatórios precavida,https://precavida.com.br/precatorios/calculadora,838,75,0.09009087911768632,2.5
2025-06-21,advogado precatórios,https://precavida.com.br/precatorios/calculadora,463,45,0.09855159456803862,4.5
2025-06-21,precatórios união,https://precavida.com.br/precatorios/calculadora,701,97,0.1396638935596125,4.6
2025-06-21,precatórios tributários,https://precavida.com.br/precatorios/calculadora,752,97,0.1303102197656088,3.3
2025-06-21,precatórios dívida pública,https://precavida.com.br/precatorios/calculadora,802,68,0.0847894523027086,2.6
2025-06-21,consultoria precatórios,https://precavida.com.br/blog,547,60,0.1110574986163194,4.7
2025-06-21,leis precatórias,https://precavida.com.br/blog,297,13,0.04621873333906511,5.1
2025-06-21,como receber precatórios,https://precavida.com.br/blog,275,24,0.09018988569895789,3.4
2025-06-21,precatórios valor,https://precavida.com.br/blog,443,41,0.09260398203059178,4.2
2025-06-21,precatórios união,https://precavida.com.br/blog,298,36,0.12337972579761908,4.7
2025-06-21,leis precatórias,https://precavida.com.br/blog/o-que-sao-precatorios,281,8,0.03046987157274355,5.8
2025-06-21,precatórios alimentares,https://precavida.com.br/blog/o-que-sao-precatorios,469,42,0.09105829354502509,4.2
2025-06-21,precatórios estaduais,https://precavida.com.br/blog/o-que-sao-precatorios,464,46,0.10094079743866405,5.0
2025-06-21,simular precatórios,https://precavida.com.br/blog/o-que-sao-precatorios,433,43,0.10114851693768195,3.6
2025-06-21,precatórios tributários,https://precavida.com.br/blog/o-que-sao-precatorios,433,46,0.10669550083603403,2.8
2025-06-21,precatórios como funciona,https://precavida.com.br/blog/direitos-precatórios,485,68,0.14055471783880863,2.5
2025-06-21,precatórios precavida,https://precavida.com.br/blog/direitos-precatórios,567,69,0.12244845451535322,2.6
2025-06-21,consultoria precatórios,https://precavida.com.br/blog/direitos-precatórios,474,63,0.13430186857223664,4.8
2025-06-21,precatórios dívida pública,https://precavida.com.br/blog/direitos-precatórios,356,44,0.12456325146041243,3.4
2025-06-21,precatórios,https://precavida.com.br/blog/direitos-precatórios,456,60,0.1337229542146825,4.4
2025-06-21,precatórios estaduais,https://precavida.com.br/blog/leis-precatorias,285,24,0.08630933630223532,4.3
2025-06-21,precatórios união,https://precavida.com.br/blog/leis-precatorias,356,33,0.09405563562550534,3.5
2025-06-21,o que são precatórios,https://precavida.com.br/blog/leis-precatorias,494,56,0.11512563335853881,3.4
2025-06-21,consultoria precatórios,https://precavida.com.br/blog/leis-precatorias,389,53,0.1377282868779685,3.1
2025-06-21,precatórios tributários,https://precavida.com.br/blog/leis-precatorias,481,67,0.14092778715275278,3.2
2025-06-21,precatórios união,https://precavida.com.br/contato,299,31,0.10560425345838964,4.5
2025-06-21,precatórios tributários,https://precavida.com.br/contato,242,27,0.11183502194137122,3.8
2025-06-21,como receber precatórios,https://precavida.com.br/contato,229,33,0.14582043242456877,4.6
2025-06-21,precatórios estaduais,https://precavida.com.br/contato,178,21,0.12336828069311706,3.7
2025-06-21,leis precatórias,https://precavida.com.br/contato,194,12,0.06238261903197208,6.8
2025-06-21,precatórios tributários,https://precavida.com.br/sobre,164,18,0.11448372332847441,3.3
2025-06-21,consultoria precatórios,https://precavida.com.br/sobre,157,16,0.10720520818050998,3.8
2025-06-21,precatórios valor,https://precavida.com.br/sobre,271,39,0.14621818600456024,4.4
2025-06-21,precatórios união,https://precavida.com.br/sobre,284,40,0.14197896487297054,4.3
2025-06-21,precatórios estaduais,https://precavida.com.br/sobre,181,26,0.14573371459995588,4.0
2025-06-21,calculadora precatórios,https://precavida.com.br/servicos,316,27,0.08695482372242912,4.6
2025-06-21,o que são precatórios,https://precavida.com.br/servicos,264,27,0.10510716888486225,4.9
2025-06-21,precatórios como funciona,https://precavida.com.br/servicos,257,37,0.14643075517834964,4.9
2025-06-21,direitos precatórios,https://precavida.com.br/servicos,265,33,0.12476450429707926,3.0
2025-06-21,precatórios tributários,https://precavida.com.br/servicos,127,18,0.14921746327589952,3.3
2025-06-21,precatórios precavida,https://precavida.com.br/servicos/consultoria,206,29,0.14303717249422307,2.9
2025-06-21,direitos precatórios,https://precavida.com.br/servicos/consultoria,128,19,0.14912691130563205,5.0
2025-06-21,como receber precatórios,https://precavida.com.br/servicos/consultoria,303,38,0.12627403498181217,2.9
2025-06-21,simular precatórios,https://precavida.com.br/servicos/consultoria,131,17,0.1351902074117602,3.4
2025-06-21,precavida precatórios,https://precavida.com.br/servicos/consultoria,324,27,0.08366793125028235,2.9
2025-06-21,precatórios valor,https://precavida.com.br/servicos/advocacia,306,26,0.08763378070026918,3.8
2025-06-21,precavida precatórios,https://precavida.com.br/servicos/advocacia,288,37,0.13090700980146147,4.0
2025-06-21,precatórios união,https://precavida.com.br/servicos/advocacia,300,24,0.08218054476572408,4.1
2025-06-21,como receber precatórios,https://precavida.com.br/servicos/advocacia,322,28,0.0875573280775459,3.6
2025-06-21,precatórios alimentares,https://precavida.com.br/servicos/advocacia,260,31,0.1225808196543408,2.7
2025-06-21,como receber precatórios,https://precavida.com.br/casos-de-sucesso,302,33,0.11011395280765363,3.8
2025-06-21,precatórios estaduais,https://precavida.com.br/casos-de-sucesso,187,25,0.1338273911073317,4.1
2025-06-21,calculadora precatórios,https://precavida.com.br/casos-de-sucesso,205,22,0.10896694998238393,4.7
2025-06-21,advogado precatórios,https://precavida.com.br/casos-de-sucesso,285,29,0.1018783844997993,4.3
2025-06-21,precatórios tempo recebimento,https://precavida.com.br/casos-de-sucesso,251,22,0.09068472473381066,3.4
2025-06-21,precatórios alimentares,https://precavida.com.br/duvidas-frequentes,258,35,0.13682384996941746,4.3
2025-06-21,como receber precatórios,https://precavida.com.br/duvidas-frequentes,294,35,0.11931783670988097,4.9
2025-06-21,precatórios precavida,https://precavida.com.br/duvidas-frequentes,173,25,0.14587909081965605,4.7
2025-06-21,precatórios dívida pública,https://precavida.com.br/duvidas-frequentes,303,44,0.1477879037718032,4.3
2025-06-21,precavida precatórios,https://precavida.com.br/duvidas-frequentes,233,22,0.09489171639704043,3.9
2025-06-22,precatórios alimentares,https://precavida.com.br/,1225,167,0.1365054959806641,3.9
2025-06-22,leis precatórias,https://precavida.com.br/,1078,65,0.060678664026773244,7.5
2025-06-22,precatórios união,https://precavida.com.br/,1543,194,0.12604818595992218,4.0
2025-06-22,precatórios como funciona,https://precavida.com.br/,1478,190,0.12918891410059233,3.0
2025-06-22,precavida precatórios,https://precavida.com.br/,1414,131,0.0926983890748798,3.4
2025-06-22,precatórios estaduais,https://precavida.com.br/precatorios,386,41,0.1063336083992442,3.8
2025-06-22,precatórios precavida,https://precavida.com.br/precatorios,692,90,0.1305117177419871,3.4
2025-06-22,precatórios tempo recebimento,https://precavida.com.br/precatorios,813,73,0.09089059323831418,4.7
2025-06-22,como receber precatórios,https://precavida.com.br/precatorios,455,57,0.12633570849657827,3.2
2025-06-22,simular precatórios,https://precavida.com.br/precatorios,757,71,0.09508982757364227,3.5
2025-06-22,precavida precatórios,https://precavida.com.br/precatorios/como-receber,624,72,0.11688538750037014,4.0
2025-06-22,precatórios união,https://precavida.com.br/precatorios/como-receber,554,67,0.12195274698611153,3.5
2025-06-22,precatórios como funciona,https://precavida.com.br/precatorios/como-receber,382,51,0.13371446691160227,4.9
2025-06-22,precatórios valor,https://precavida.com.br/precatorios/como-receber,553,63,0.11481697300293288,2.8
2025-06-22,precatórios precavida,https://precavida.com.br/precatorios/como-receber,651,84,0.12925698843678646,3.5
2025-06-22,precavida precatórios,https://precavida.com.br/precatorios/tipos,427,36,0.08545038283130303,3.6
2025-06-22,precatórios dívida pública,https://precavida.com.br/precatorios/tipos,631,81,0.1296649273098254,3.9
2025-06-22,precatórios como funciona,https://precavida.com.br/precatorios/tipos,660,97,0.14763397837231884,3.5
2025-06-22,como receber precatórios,https://precavida.com.br/precatorios/tipos,557,77,0.1382418139150195,4.0
2025-06-22,precatórios tempo recebimento,https://precavida.com.br/precatorios/tipos,594,57,0.09703215323759136,4.6
2025-06-22,precatórios precavida,https://precavida.com.br/precatorios/calculadora,652,87,0.13453825080222853,3.1
2025-06-22,precatórios tempo recebimento,https://precavida.com.br/precatorios/calculadora,458,52,0.11569664436260804,2.8
2025-06-22,precavida precatórios,https://precavida.com.br/precatorios/calculadora,623,77,0.12518100833186946,4.9
2025-06-22,como receber precatórios,https://precavida.com.br/precatorios/calculadora,476,44,0.09380902619767884,2.9
2025-06-22,simular precatórios,https://precavida.com.br/precatorios/calculadora,539,49,0.09240022902630604,4.1
2025-06-22,precatórios alimentares,https://precavida.com.br/blog,316,39,0.12419695840178005,3.7
2025-06-22,precatórios tributários,https://precavida.com.br/blog,371,31,0.08519334593213014,3.4
2025-06-22,precatórios precavida,https://precavida.com.br/blog,424,58,0.1382187642164185,2.6
2025-06-22,advogado precatórios,https://precavida.com.br/blog,305,26,0.0863207552809312,4.9
2025-06-22,precavida precatórios,https://precavida.com.br/blog,475,56,0.11880214599368127,3.7
2025-06-22,o que são precatórios,https://precavida.com.br/blog/o-que-sao-precatorios,408,35,0.08724513140892741,2.7
2025-06-22,precatórios tributários,https://precavida.com.br/blog/o-que-sao-precatorios,428,53,0.12522889638006035,2.7
2025-06-22,direitos precatórios,https://precavida.com.br/blog/o-que-sao-precatorios,267,29,0.1107595254233837,3.6
2025-06-22,advogado precatórios,https://precavida.com.br/blog/o-que-sao-precatorios,460,66,0.14425557523818722,3.4
2025-06-22,precatórios alimentares,https://precavida.com.br/blog/o-que-sao-precatorios,395,48,0.12185201036680926,3.3
2025-06-22,advogado precatórios,https://precavida.com.br/blog/direitos-precatórios,346,51,0.1475087020057737,4.6
2025-06-22,como receber precatórios,https://precavida.com.br/blog/direitos-precatórios,517,62,0.12079176602104938,3.3
2025-06-22,simular precatórios,https://precavida.com.br/blog/direitos-precatórios,348,43,0.12592383026252385,3.3
2025-06-22,precatórios união,https://precavida.com.br/blog/direitos-precatórios,486,70,0.14566015396960325,4.0
